no,text,polarity
961,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
962,RT mampus remedial moral semua itu https t co OnlHzXKmsy,Negative
963,RT yang paling berhak dapat rapid test kit corona berdasarkan urutan prioritas 1 Tenaga medis 2 Keluarga tenaga medis 3 K,Neutral
964,RT Terapkan 4 hal ini setelah bepergian ke luar rumah untuk cegah penyebaran virus corona publisherstory https t co duwA65Ow,Positive
965,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
966,RT BreakingNews Presiden Jokowi memutuskan untuk meniadakan pelaksanaan ujian nasional UN tahun 2020 Keputusan ini untuk men,Neutral
967,RT Dirumah aja Negatif Corona Positif depresi,Neutral
968,Waspada tetap perlu ya Guysss Ketahui yuk gejala umum jika terjangkit covid 19 Jaga kesehatan terus ya dan jangan https t co G0Eh8kUTtt,Positive
969,RT Ahli Respons Kematian Corona di RI Disebut Tinggi di Dunia https t co dEE1rpZlrz,Neutral
970,RT Lebih dari 600 dokter di Perancis menggugat mantan Menteri Kesehatan dan Perdana Menteri Mereka dianggap tidak mengambil lang,Neutral
971,Kasus corona itu penting Namun kali ini bukan itu yang saya bahas Di tengah tengah wabah yang terjadi rencana pe https t co bHjL5sV1Yu,Positive
972,RT Laju kasus Corona di negeri ku Indonesia SAH stay at Home tetap tinggal dirumah korban terus bertambah Ya Robb an,Positive
973,RT Dirumah aja Negatif Corona Positif depresi,Neutral
974,RT Selamat jalan Prof Iwan yg sabar dn murah senyum Trma ksih sdh mwarnai PPSMB kami dulu Dn maaf klau smpat kami dem,Positive
975,Lawan Corona Polresta Solo Sebut Ada Hukuman Pidana 1 Tahun Jika Halangi Polisi Bubarkan Massa https t co TPyYSEmNKD,Neutral
976,RT Ujian Nasional 2020 Ditunda karena Corona https t co jXo98tDZXC,Neutral
977,RT BreakingNews Presiden Jokowi memutuskan untuk meniadakan pelaksanaan ujian nasional UN tahun 2020 Keputusan ini untuk men,Neutral
978,Corona bagai Dementor sedangkan para dokter bagai mantra Patronusnya semoga cahaya mereka sanggup mengalahkan h https t co yLOYRmleDR,Neutral
979,RT Anggota dpr dites corona malah positif korupsi,Negative
980,RT BREAKINGNEWS Jokowi Resmi Tiadakan UN 2020 Dampak Wabah Corona https t co NM1yvTdesA,Neutral
981,RT Dirumah aja Negatif Corona Positif depresi,Neutral
